ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,ZIP_CODE,STATE
646710804,0,01FEB51,48.0,0,8.0,"$43,075",No,"$175,858",Yes,z_F,z_High School,Manager,52,Private,"$13,970",4,z_SUV,no,"$5,878",2.0,No,3,0.0,11.0,0,Highly Urban/ Urban,16749,RI
974496106,0,18AUG59,40.0,0,9.0,"$5,253",No,"$77,463",z_No,z_F,z_High School,Student,23,Commercial,"$23,600",4,Pickup,no,$0,0.0,No,0,9162.0,1.0,1,Highly Urban/ Urban,11209,UT
753512533,0,25JAN50,49.0,0,9.0,"$90,658",No,"$276,028",z_No,z_F,Bachelors,z_Blue Collar,7,Commercial,"$12,350",13,Minivan,no,$0,0.0,No,0,0.0,7.0,0,Highly Urban/ Urban,10652,TN
99626436,0,10AUG37,62.0,0,15.0,"$37,018",No,$0,z_No,z_F,Bachelors,Professional,60,Private,"$5,200",4,Sports Car,no,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,16543,UT
675974391,0,25JUL54,45.0,0,13.0,"$32,722",No,,Yes,z_F,z_High School,Clerical,49,Private,"$4,770",10,Sports Car,no,$0,0.0,No,1,0.0,6.0,0,Highly Urban/ Urban,12917,IL
275306071,0,20APR67,32.0,3,8.0,,Yes,"$193,566",z_No,z_F,Bachelors,Clerical,43,Private,"$7,080",4,Sports Car,no,$0,0.0,No,0,3829.0,11.0,1,Highly Urban/ Urban,15598,KY
82094250,0,25AUG57,42.0,0,9.0,"$54,178",No,"$176,935",z_No,z_F,z_High School,z_Blue Collar,39,Commercial,"$5,700",11,z_SUV,no,$0,0.0,No,1,0.0,8.0,0,z_Highly Rural/ Rural,16509,MT
380988425,0,05JUL66,33.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Home Maker,31,Private,"$4,900",4,Sports Car,no,"$1,992",2.0,No,1,0.0,10.0,0,Highly Urban/ Urban,13516,HI
989066499,1,11JUL56,43.0,2,16.0,"$45,348",No,"$198,638",Yes,z_F,z_High School,Clerical,16,Private,"$10,330",1,Sports Car,no,$0,0.0,No,1,0.0,1.0,0,Highly Urban/ Urban,17336,LA
904432751,0,07OCT42,57.0,0,14.0,"$200,772",No,"$465,304",z_No,z_F,PhD,Doctor,27,Private,"$9,270",1,z_SUV,no,$0,0.0,No,0,4846.0,,1,Highly Urban/ Urban,14284,IN
560287212,0,29JUN77,22.0,0,,"$36,821",No,"$193,948",z_No,z_F,Masters,,23,Private,"$29,390",6,Pickup,no,"$8,502",2.0,No,0,0.0,20.0,0,Highly Urban/ Urban,12744,CT
986046134,0,05JUN46,53.0,0,13.0,"$108,744",No,"$333,039",Yes,M,Masters,,5,Commercial,"$5,430",1,Pickup,yes,"$3,267",1.0,No,0,6409.0,,1,Highly Urban/ Urban,16036,RI
33286578,1,25NOV55,43.0,2,13.0,"$45,784",No,"$165,388",Yes,M,<High School,z_Blue Collar,79,Commercial,"$14,820",7,Minivan,no,$0,0.0,No,0,0.0,6.0,0,Highly Urban/ Urban,15825,AR
958601721,0,19NOV51,47.0,0,10.0,"$114,507",No,$0,z_No,z_F,Masters,Lawyer,27,Private,"$6,200",7,z_SUV,no,$900,1.0,No,1,0.0,18.0,0,Highly Urban/ Urban,17927,PA
317439005,0,01MAY55,44.0,1,11.0,"$48,374",No,"$215,391",Yes,M,z_High School,z_Blue Collar,48,Commercial,"$34,640",1,Panel Truck,no,$0,0.0,No,0,3844.0,8.0,1,Highly Urban/ Urban,17886,AZ
435625221,0,02APR49,50.0,0,11.0,,No,"$481,028",z_No,M,PhD,,12,Commercial,"$8,300",7,Pickup,no,"$1,161",2.0,No,8,0.0,20.0,0,Highly Urban/ Urban,10579,MN
827178489,0,23JUN51,48.0,0,13.0,"$70,682",No,"$263,905",Yes,z_F,z_High School,z_Blue Collar,25,Commercial,"$13,370",3,Minivan,no,"$11,976",2.0,No,5,0.0,1.0,0,Highly Urban/ Urban,11009,MA
499348624,0,24JAN57,42.0,0,10.0,,No,"$51,401",Yes,z_F,<High School,Home Maker,41,Private,"$7,340",1,Sports Car,no,$0,0.0,No,0,0.0,9.0,0,Highly Urban/ Urban,13780,NH
194669970,0,10NOV48,51.0,0,,"$40,862",No,$0,z_No,M,Bachelors,Professional,14,Commercial,"$30,800",14,Panel Truck,no,"$3,919",3.0,No,4,0.0,11.0,0,Highly Urban/ Urban,12576,WA
741358574,0,24MAR67,32.0,1,8.0,"$63,720",Yes,$0,z_No,M,Bachelors,Professional,21,Commercial,"$18,010",3,Van,yes,"$39,833",2.0,Yes,6,0.0,9.0,0,Highly Urban/ Urban,12280,IA
348128429,0,10NOV49,50.0,0,14.0,"$30,795",No,"$174,778",Yes,M,z_High School,Clerical,53,Commercial,"$8,920",6,Pickup,yes,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,14082,NM
317842701,0,25JUN47,52.0,0,12.0,"$188,148",No,$0,z_No,z_F,PhD,Lawyer,19,Private,"$6,700",4,Sports Car,no,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,13186,TN
969347793,0,22FEB58,41.0,0,10.0,"$19,816",No,"$142,622",Yes,M,<High School,Clerical,37,Private,"$11,590",6,Minivan,no,$0,0.0,No,0,0.0,5.0,0,z_Highly Rural/ Rural,13212,SC
729507050,0,05JUN60,39.0,0,5.0,"$123,064",No,"$306,644",z_No,z_F,z_High School,z_Blue Collar,7,Commercial,"$5,400",1,z_SUV,no,$0,0.0,No,2,0.0,10.0,0,z_Highly Rural/ Rural,13038,NM
590272679,0,06MAR72,27.0,0,8.0,,No,$0,z_No,z_F,<High School,z_Blue Collar,35,Commercial,"$24,340",1,Pickup,no,"$4,599",1.0,No,2,2595.0,4.0,1,Highly Urban/ Urban,12312,WA
469933313,0,21APR46,53.0,0,12.0,"$48,587",No,$0,z_No,M,z_High School,z_Blue Collar,61,Commercial,"$19,300",6,Van,no,"$4,390",3.0,No,3,5951.0,6.0,1,Highly Urban/ Urban,12492,LA
631474711,0,22JAN51,48.0,0,10.0,"$27,208",No,$0,z_No,z_F,z_High School,Student,64,Private,"$10,150",6,z_SUV,no,"$18,535",1.0,No,3,0.0,7.0,0,Highly Urban/ Urban,12861,AR
363479465,0,01AUG47,52.0,0,13.0,"$152,004",No,"$406,183",Yes,z_F,Masters,Lawyer,29,Private,"$6,700",11,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,14524,IN
482073984,0,20OCT61,38.0,0,10.0,"$106,267",No,$0,z_No,M,Bachelors,Professional,37,Private,"$14,810",1,Minivan,yes,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,17899,MN
640048389,0,18FEB46,53.0,0,14.0,"$47,625",No,"$161,743",Yes,M,<High School,z_Blue Collar,53,Private,"$15,780",9,Minivan,no,"$8,386",1.0,No,4,0.0,6.0,0,Highly Urban/ Urban,17028,OK
974496106,0,18AUG59,40.0,0,9.0,"$5,253",No,"$77,463",z_No,z_F,z_High School,Student,23,Commercial,"$8,140",18,Sports Car,no,$0,0.0,No,3,0.0,1.0,0,Highly Urban/ Urban,17145,OH
494552963,0,13AUG50,49.0,0,7.0,"$173,242",No,"$420,092",Yes,z_F,PhD,Manager,40,Private,"$6,400",10,z_SUV,no,$0,0.0,Yes,0,0.0,20.0,0,Highly Urban/ Urban,14571,KY
992666577,0,04JAN40,59.0,0,0.0,$0,No,$0,z_No,M,Bachelors,Home Maker,42,Commercial,"$30,430",6,Panel Truck,no,"$1,511",1.0,No,0,0.0,9.0,0,Highly Urban/ Urban,11626,SC
756075815,0,03JUN65,34.0,1,14.0,"$5,017",No,$0,Yes,z_F,z_High School,Home Maker,76,Private,"$8,220",4,z_SUV,no,$0,0.0,No,1,0.0,9.0,0,z_Highly Rural/ Rural,12307,NC
52463713,0,20MAY47,52.0,0,12.0,"$78,609",No,"$281,358",z_No,M,Bachelors,Professional,37,Private,"$18,910",1,Van,yes,$0,0.0,No,0,0.0,11.0,0,z_Highly Rural/ Rural,15453,DE
925791877,0,12MAR64,35.0,0,11.0,"$85,430",No,$0,z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,"$13,540",1,z_SUV,no,"$8,062",2.0,No,2,22134.0,1.0,1,Highly Urban/ Urban,11719,GA
484650249,0,03SEP53,46.0,0,13.0,"$161,372",No,$0,z_No,z_F,Masters,Lawyer,36,Private,"$22,240",6,z_SUV,no,"$6,724",2.0,No,4,0.0,9.0,0,Highly Urban/ Urban,16107,GA
318742437,0,19SEP43,56.0,0,15.0,"$134,166",No,"$324,905",Yes,z_F,Masters,Manager,45,Private,"$20,520",6,Minivan,no,$0,0.0,No,0,0.0,12.0,0,Highly Urban/ Urban,11760,AL
653931565,0,02MAR51,48.0,0,11.0,"$81,084",No,$0,z_No,z_F,Bachelors,Professional,42,Private,"$27,360",1,Sports Car,no,"$2,860",1.0,No,4,60838.0,9.0,1,Highly Urban/ Urban,14700,IL
389457553,0,04JUN63,36.0,0,12.0,"$204,373",No,,Yes,M,PhD,,20,Commercial,"$5,100",6,Pickup,no,"$3,423",3.0,No,0,2705.0,20.0,1,Highly Urban/ Urban,15373,NJ
568406779,0,01APR69,30.0,3,14.0,"$40,889",No,"$147,629",Yes,z_F,z_High School,Clerical,28,Private,"$29,990",3,Minivan,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,15758,WY
779705246,3,25AUG37,62.0,3,16.0,"$33,995",No,"$136,008",Yes,M,<High School,z_Blue Collar,42,Private,"$7,700",4,z_SUV,yes,"$8,002",3.0,No,4,16840.0,1.0,1,Highly Urban/ Urban,14249,MT
606191446,0,23FEB49,50.0,0,11.0,"$113,845",No,$0,z_No,M,z_High School,Clerical,18,Private,"$12,880",1,Minivan,yes,$0,0.0,No,1,0.0,1.0,0,Highly Urban/ Urban,13093,NV
981096209,0,08SEP44,55.0,0,10.0,"$39,405",No,"$161,357",Yes,M,Masters,,28,Commercial,"$10,940",1,Pickup,yes,$0,0.0,Yes,1,4423.0,14.0,1,Highly Urban/ Urban,10205,MA
664499270,0,10JAN47,52.0,0,11.0,"$5,109",No,$0,z_No,z_F,z_High School,Home Maker,5,Private,"$2,010",6,Sports Car,no,$0,0.0,No,0,0.0,3.0,0,z_Highly Rural/ Rural,12295,IN
82554930,0,03AUG40,59.0,0,12.0,"$155,410",No,"$422,815",Yes,M,Bachelors,Manager,40,Commercial,"$33,330",7,Panel Truck,yes,"$4,765",3.0,No,4,5363.0,10.0,1,Highly Urban/ Urban,13909,FL
814507540,0,23AUG66,33.0,3,7.0,,No,"$147,326",Yes,z_F,<High School,z_Blue Collar,38,Private,"$22,520",5,Minivan,no,"$3,075",1.0,No,6,0.0,1.0,0,Highly Urban/ Urban,14675,MT
891109608,0,12APR53,46.0,0,13.0,"$57,933",No,"$202,659",z_No,z_F,Masters,Lawyer,7,Private,"$16,620",1,z_SUV,no,$0,0.0,No,0,9893.0,,1,Highly Urban/ Urban,13201,MN
18911750,0,26AUG53,46.0,0,12.0,"$9,537",No,"$113,805",Yes,z_F,Masters,Home Maker,18,Private,"$10,760",1,Minivan,no,"$5,624",3.0,No,3,0.0,13.0,0,Highly Urban/ Urban,14649,MT
221782023,0,02NOV75,24.0,1,12.0,"$94,566",Yes,"$239,142",z_No,z_F,Masters,,34,Private,"$3,900",1,z_SUV,no,$0,0.0,No,2,5495.0,16.0,1,Highly Urban/ Urban,16392,NC
772511257,0,10APR44,55.0,0,13.0,,No,"$315,515",z_No,z_F,PhD,Home Maker,5,Private,"$21,270",6,Sports Car,no,"$2,622",1.0,No,2,5386.0,20.0,1,Highly Urban/ Urban,17025,UT
344149788,0,05DEC50,48.0,0,11.0,"$26,875",No,$0,z_No,M,z_High School,Clerical,18,Commercial,"$10,450",1,Pickup,no,"$3,830",1.0,No,8,4194.0,6.0,1,Highly Urban/ Urban,17442,NV
634070423,1,27APR57,42.0,3,11.0,"$99,269",Yes,"$306,012",z_No,M,Bachelors,Professional,34,Commercial,"$25,910",7,Panel Truck,yes,"$45,894",2.0,Yes,1,5061.0,10.0,1,Highly Urban/ Urban,10697,AR
642975749,0,31JAN49,50.0,0,11.0,"$102,262",No,$0,z_No,M,z_High School,z_Blue Collar,39,Commercial,"$16,730",14,Van,yes,$0,0.0,No,0,0.0,8.0,0,z_Highly Rural/ Rural,14872,NY
542062164,0,26JAN66,33.0,1,10.0,"$39,584",Yes,,z_No,z_F,Bachelors,z_Blue Collar,40,Commercial,"$10,260",14,z_SUV,no,$0,0.0,No,0,0.0,4.0,0,Highly Urban/ Urban,12050,SC
834666908,0,24FEB43,56.0,0,12.0,"$95,259",No,"$320,094",Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,"$11,030",4,Minivan,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,15040,ND
319910320,0,12JAN50,49.0,0,8.0,"$76,399",No,"$225,768",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$14,040",7,Minivan,no,"$32,239",2.0,Yes,5,0.0,1.0,0,Highly Urban/ Urban,14508,CT
270119970,0,28JUN46,53.0,0,2.0,"$13,753",No,$0,z_No,z_F,<High School,Home Maker,49,Private,"$2,880",4,Sports Car,no,$0,0.0,No,1,0.0,,0,z_Highly Rural/ Rural,14642,NY
752309500,0,17JUL47,52.0,0,14.0,"$57,134",No,,Yes,M,z_High School,Professional,41,Commercial,"$8,430",4,Pickup,yes,$0,0.0,No,2,0.0,8.0,0,Highly Urban/ Urban,11744,OK
180660768,0,21JAN39,60.0,0,11.0,,No,"$290,875",z_No,M,Masters,,44,Commercial,"$22,780",4,Panel Truck,yes,"$8,400",1.0,No,0,5190.0,22.0,1,Highly Urban/ Urban,14112,MO
494349872,0,03FEB50,49.0,0,9.0,"$60,368",No,"$170,643",Yes,M,Bachelors,Manager,16,Private,"$6,400",4,Pickup,no,$0,0.0,No,0,0.0,4.0,0,Highly Urban/ Urban,13228,NV
580228287,0,06MAY78,21.0,1,8.0,"$18,483",Yes,$0,z_No,z_F,z_High School,Clerical,20,Private,"$8,150",1,Sports Car,no,"$7,781",2.0,No,3,3038.0,1.0,1,Highly Urban/ Urban,12875,KS
918437912,0,16JUL49,50.0,0,9.0,"$58,628",No,$0,z_No,M,Masters,Lawyer,14,Private,"$12,360",1,Minivan,yes,$0,0.0,No,0,1030.0,15.0,1,Highly Urban/ Urban,11837,AR
900527776,0,24APR69,30.0,4,14.0,"$53,140",No,,Yes,z_F,Bachelors,Clerical,16,Private,"$6,810",9,z_SUV,no,"$36,267",1.0,No,0,0.0,13.0,0,Highly Urban/ Urban,10911,OK
97903138,0,19MAY63,36.0,2,14.0,"$80,765",No,"$191,252",Yes,M,Masters,Lawyer,29,Private,"$13,840",3,Minivan,yes,$0,0.0,No,1,0.0,9.0,0,Highly Urban/ Urban,13514,AL
379632558,0,09JUL69,30.0,0,12.0,"$80,872",No,"$285,859",Yes,M,Bachelors,Professional,27,Private,"$29,580",10,Minivan,yes,$0,0.0,No,0,0.0,7.0,0,z_Highly Rural/ Rural,14856,MT
523858256,0,27JAN46,53.0,0,0.0,$0,No,"$105,085",Yes,M,Masters,Home Maker,31,Private,"$6,800",11,Pickup,yes,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,13336,MT
11634102,0,23SEP50,49.0,0,2.0,"$81,280",No,"$241,420",Yes,M,Bachelors,Professional,24,Private,"$14,530",1,Minivan,no,$0,0.0,No,0,0.0,6.0,0,Highly Urban/ Urban,15802,VA
112544942,0,07NOV37,62.0,0,15.0,"$39,953",No,"$181,434",Yes,M,PhD,Doctor,5,Private,"$14,740",1,z_SUV,yes,"$8,006",2.0,No,0,0.0,1.0,0,Highly Urban/ Urban,10949,AR
774052555,1,25DEC60,38.0,2,13.0,"$38,317",No,"$125,157",Yes,z_F,PhD,Doctor,44,Private,"$1,500",1,Sports Car,no,"$2,896",1.0,No,8,0.0,8.0,0,Highly Urban/ Urban,17165,CO
468564989,0,17APR40,59.0,0,11.0,"$8,213",No,$0,z_No,z_F,z_High School,Home Maker,61,Private,"$8,840",6,z_SUV,no,"$2,479",3.0,No,6,5109.0,5.0,1,Highly Urban/ Urban,17485,CA
126375450,0,20AUG46,53.0,0,11.0,"$70,026",No,$0,z_No,z_F,Masters,Lawyer,39,Private,"$18,780",10,Pickup,no,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,16768,CA
296960793,0,13MAY53,46.0,0,13.0,"$49,838",No,"$159,152",Yes,M,z_High School,Clerical,15,Private,"$11,080",6,Minivan,yes,$0,0.0,No,0,0.0,9.0,0,Highly Urban/ Urban,12534,NV
734467603,0,19MAR69,30.0,3,11.0,"$75,891",No,"$222,952",Yes,M,Masters,,33,Commercial,"$4,500",4,Pickup,no,"$3,919",1.0,No,1,2424.0,20.0,1,Highly Urban/ Urban,12020,NH
247424045,2,27MAR57,42.0,2,17.0,"$69,465",No,"$200,108",Yes,M,Bachelors,z_Blue Collar,35,Commercial,"$15,770",1,Minivan,yes,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,12730,PA
377628766,0,17SEP50,49.0,0,8.0,,No,$0,z_No,M,Masters,Lawyer,26,Private,"$12,910",4,Minivan,no,$0,0.0,No,0,0.0,17.0,0,Highly Urban/ Urban,15592,VA
134738919,0,30MAR42,57.0,0,,"$104,257",No,,Yes,z_F,PhD,Doctor,32,Private,"$7,650",4,z_SUV,no,$0,0.0,Yes,0,0.0,8.0,0,Highly Urban/ Urban,14144,KS
251827434,0,05SEP53,46.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,23,Commercial,"$10,080",1,z_SUV,no,$0,0.0,No,0,0.0,10.0,0,z_Highly Rural/ Rural,17725,AR
57808809,0,03AUG56,43.0,4,11.0,"$69,651",No,"$272,225",Yes,M,z_High School,z_Blue Collar,50,Commercial,"$19,210",10,Van,yes,$0,0.0,No,0,0.0,7.0,0,Highly Urban/ Urban,16676,AL
938382235,0,02AUG49,50.0,0,12.0,"$92,237",No,$0,z_No,M,Bachelors,z_Blue Collar,56,Commercial,"$15,720",13,Minivan,yes,$0,0.0,No,3,0.0,11.0,0,z_Highly Rural/ Rural,13809,NY
315755344,1,03MAY57,42.0,1,9.0,"$61,995",Yes,$0,z_No,z_F,Bachelors,Professional,52,Private,"$36,080",1,Minivan,no,$0,0.0,No,3,27496.0,8.0,1,Highly Urban/ Urban,16948,NV
600749165,0,17SEP57,42.0,0,7.0,"$178,453",No,"$450,858",Yes,z_F,Masters,Lawyer,29,Private,"$24,790",6,z_SUV,no,$0,0.0,No,1,0.0,17.0,0,Highly Urban/ Urban,11954,HI
233252730,0,11MAY51,48.0,0,8.0,"$134,140",No,$0,z_No,M,PhD,Manager,34,Commercial,"$30,240",1,Panel Truck,no,"$7,478",2.0,No,6,0.0,13.0,0,Highly Urban/ Urban,14678,SC
109627178,1,07MAR61,38.0,2,11.0,"$22,938",Yes,$0,z_No,z_F,z_High School,Clerical,38,Private,"$14,170",4,z_SUV,no,"$9,785",2.0,No,0,5862.0,1.0,1,z_Highly Rural/ Rural,16996,WI
156186403,0,13DEC45,53.0,0,13.0,,No,"$499,433",Yes,M,PhD,Doctor,26,Private,"$14,610",6,Minivan,no,$0,0.0,No,0,0.0,5.0,0,Highly Urban/ Urban,12167,CA
73630929,0,09AUG43,56.0,0,9.0,"$29,401",No,"$195,993",Yes,z_F,z_High School,Clerical,43,Private,"$18,350",14,z_SUV,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,17068,KY
365565054,0,06JAN48,51.0,0,4.0,"$72,453",No,$0,z_No,z_F,PhD,Doctor,52,Private,"$13,850",1,z_SUV,no,"$2,847",4.0,No,7,0.0,15.0,0,Highly Urban/ Urban,12363,MS
420707558,0,04MAY56,43.0,0,10.0,,No,$0,z_No,z_F,<High School,Clerical,50,Private,"$14,080",4,Minivan,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,16979,MN
314006147,0,19JUL47,52.0,0,10.0,"$47,417",No,"$229,556",z_No,M,Masters,Lawyer,61,Private,"$8,840",10,Minivan,no,$0,0.0,No,0,0.0,13.0,0,Highly Urban/ Urban,11813,NV
860143895,0,03JUN57,42.0,0,12.0,"$91,845",No,"$261,848",Yes,z_F,Masters,Professional,41,Private,"$33,490",11,z_SUV,no,$0,0.0,No,0,0.0,19.0,0,Highly Urban/ Urban,10708,KS
166073270,0,28OCT67,32.0,0,10.0,"$16,118",No,$0,z_No,z_F,<High School,z_Blue Collar,44,Private,"$6,380",1,z_SUV,no,"$7,223",1.0,No,4,3960.0,1.0,1,Highly Urban/ Urban,14843,CA
324060462,0,18DEC56,42.0,0,13.0,"$172,119",No,"$429,985",Yes,M,PhD,Manager,26,Commercial,"$7,580",16,Pickup,no,$0,0.0,No,0,0.0,12.0,0,Highly Urban/ Urban,10496,PA
600385688,0,27JUL72,27.0,3,15.0,"$52,335",No,"$187,295",Yes,M,Bachelors,Clerical,24,Private,"$9,430",18,Minivan,no,$0,0.0,No,0,0.0,7.0,0,Highly Urban/ Urban,13770,TN
329152754,0,25JUL61,38.0,2,10.0,"$40,180",No,"$164,346",Yes,z_F,Masters,Home Maker,23,Private,"$3,320",1,Sports Car,no,$0,0.0,No,0,0.0,2.0,0,z_Highly Rural/ Rural,10886,WI
676425834,0,02JUN53,46.0,0,11.0,"$89,657",No,"$267,839",z_No,z_F,Bachelors,Professional,39,Private,"$11,070",1,z_SUV,no,$0,0.0,No,1,0.0,10.0,0,Highly Urban/ Urban,17759,CT
320781931,1,21MAR61,38.0,1,14.0,"$39,338",Yes,$0,z_No,M,z_High School,z_Blue Collar,28,Commercial,"$9,230",4,Minivan,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,14286,NY
427138852,1,15OCT58,41.0,1,0.0,$0,No,"$132,571",Yes,z_F,Masters,Home Maker,21,Private,"$5,600",16,Sports Car,no,"$4,263",3.0,No,0,0.0,17.0,0,Highly Urban/ Urban,12192,NJ
515799393,0,29APR58,41.0,0,10.0,"$50,331",No,$0,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,"$18,870",4,Pickup,no,"$5,581",2.0,No,7,1226.0,1.0,1,Highly Urban/ Urban,14591,ND
826840501,0,19MAR57,42.0,1,6.0,"$68,984",Yes,"$219,684",z_No,M,<High School,Professional,46,Private,"$1,500",6,Minivan,yes,$0,0.0,Yes,4,0.0,5.0,0,Highly Urban/ Urban,15532,AK
278472793,2,09FEB62,37.0,2,5.0,,No,"$235,987",Yes,M,Bachelors,Clerical,50,Private,"$11,270",1,Minivan,yes,$0,0.0,No,3,2471.0,1.0,1,Highly Urban/ Urban,16188,DE
153574010,0,15DEC72,26.0,3,13.0,"$14,822",Yes,,z_No,z_F,<High School,Clerical,5,Private,"$8,830",10,Sports Car,no,"$7,486",3.0,No,9,3435.0,1.0,1,Highly Urban/ Urban,11605,CT
169535646,0,28DEC51,47.0,0,0.0,$0,No,"$56,266",Yes,z_F,Bachelors,Home Maker,32,Private,"$6,200",1,z_SUV,no,$0,0.0,Yes,0,0.0,1.0,0,Highly Urban/ Urban,10819,AK
105282377,0,04AUG55,44.0,0,9.0,"$70,914",No,$0,z_No,z_F,Bachelors,z_Blue Collar,69,Commercial,"$5,900",7,z_SUV,no,$0,0.0,No,0,0.0,9.0,0,z_Highly Rural/ Rural,11395,WY
917624270,0,10AUG44,55.0,0,13.0,"$28,196",No,"$147,611",z_No,z_F,z_High School,Clerical,27,Private,"$16,340",6,Minivan,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,14962,MD
807685357,0,18JUL60,39.0,0,10.0,"$198,320",No,"$494,094",Yes,M,z_High School,z_Blue Collar,20,Private,"$38,910",6,Minivan,yes,$0,0.0,No,1,0.0,1.0,0,Highly Urban/ Urban,17017,ID
150742638,0,29OCT43,56.0,0,6.0,,No,"$242,441",Yes,z_F,Masters,Lawyer,13,Private,"$29,040",4,Minivan,no,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,17423,HI
688412739,0,10APR51,48.0,0,13.0,"$78,966",No,$0,z_No,z_F,Bachelors,Professional,39,Private,"$21,420",6,Sports Car,no,$0,0.0,No,3,0.0,8.0,0,Highly Urban/ Urban,17670,ID
808457403,0,29APR54,45.0,0,7.0,"$155,990",No,"$405,671",Yes,z_F,Masters,Lawyer,30,Private,"$6,000",4,z_SUV,no,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,17267,KY
489425187,0,22MAY49,50.0,0,14.0,"$5,041",No,"$85,437",z_No,z_F,Masters,Home Maker,5,Commercial,"$13,620",10,Pickup,no,$0,0.0,No,0,0.0,15.0,0,Highly Urban/ Urban,12455,UT
124071503,0,23FEB43,56.0,0,,"$84,186",No,"$266,968",Yes,M,Masters,Manager,45,Private,"$15,520",7,Minivan,no,$0,0.0,No,0,0.0,19.0,0,Highly Urban/ Urban,14415,MS
93519245,0,07APR48,51.0,0,13.0,"$51,513",No,$0,z_No,M,Masters,Lawyer,42,Private,"$6,650",4,Minivan,no,"$33,388",2.0,Yes,4,2838.0,17.0,1,Highly Urban/ Urban,16264,RI
75194867,0,13SEP63,36.0,0,0.0,$0,No,"$68,436",z_No,z_F,PhD,Home Maker,62,Private,"$2,680",6,Sports Car,no,$0,0.0,No,0,4402.0,21.0,1,Highly Urban/ Urban,12804,WV
825126475,0,26NOV67,31.0,1,8.0,"$2,177",Yes,$0,z_No,M,z_High School,Student,24,Private,"$13,150",4,Minivan,yes,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,13397,VA
251851062,0,29JUN59,40.0,0,8.0,"$55,258",No,"$182,917",z_No,M,z_High School,z_Blue Collar,37,Commercial,"$13,860",10,Minivan,no,"$6,474",2.0,No,3,0.0,1.0,0,Highly Urban/ Urban,13506,AL
931284621,0,25SEP55,44.0,0,14.0,"$25,588",No,"$119,825",Yes,M,<High School,z_Blue Collar,30,Private,"$14,830",5,Minivan,yes,$0,0.0,No,2,0.0,4.0,0,Highly Urban/ Urban,17133,RI
918785974,0,19JUN45,54.0,0,8.0,"$55,742",No,"$186,013",Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$15,810",10,z_SUV,no,"$9,718",3.0,Yes,2,5722.0,9.0,1,Highly Urban/ Urban,10559,CT
931221104,0,16SEP66,33.0,0,11.0,,No,"$122,916",z_No,z_F,z_High School,Home Maker,47,Private,"$12,400",20,Minivan,no,"$5,531",2.0,No,6,0.0,1.0,0,z_Highly Rural/ Rural,14498,OK
132924806,0,10MAR45,54.0,0,14.0,"$81,438",No,$0,z_No,z_F,Masters,Lawyer,39,Private,"$15,040",4,Sports Car,no,$0,0.0,No,0,6220.0,16.0,1,Highly Urban/ Urban,11168,PA
249923796,2,15NOV59,40.0,2,13.0,"$45,777",No,"$199,049",Yes,M,Bachelors,Clerical,78,Commercial,"$16,990",7,Van,yes,$0,0.0,No,4,0.0,11.0,0,z_Highly Rural/ Rural,13379,MT
111008804,0,01SEP61,38.0,0,10.0,"$98,120",No,$0,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,"$16,090",3,z_SUV,no,"$2,982",3.0,No,2,0.0,12.0,0,Highly Urban/ Urban,10865,SC
230948853,0,25DEC40,58.0,0,12.0,"$69,282",No,"$295,989",Yes,M,Bachelors,Professional,47,Private,"$10,520",6,Pickup,no,"$1,142",1.0,No,0,3879.0,13.0,1,Highly Urban/ Urban,16032,NM
