brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22505.0,for_sale,150000.0,2.0,1.0,0.11,248836.0,Vero Beach,Florida,32968.0,864.0,23-05-2014
26541.0,for_sale,135000.0,2.0,2.0,0.12,1467502.0,Barefoot Bay,Florida,32976.0,1000.0,
70572.0,for_sale,949000.0,3.0,2.0,0.06,1530028.0,Long Key,Florida,33001.0,1950.0,29-12-2017
35132.0,for_sale,249900.0,2.0,2.0,,342563.0,Dania Beach,Florida,33004.0,1190.0,16-01-2003
16829.0,for_sale,250000.0,3.0,1.0,0.14,1653776.0,Hialeah,Florida,33010.0,936.0,
64032.0,for_sale,230000.0,2.0,2.0,,503698.0,Hialeah,Florida,33012.0,938.0,24-10-2014
35977.0,for_sale,315000.0,3.0,2.0,0.15,1294205.0,Hialeah,Florida,33013.0,1815.0,19-03-1997
47945.0,for_sale,263000.0,2.0,2.0,,1627637.0,Miami Lakes,Florida,33014.0,1030.0,
64123.0,for_sale,246000.0,2.0,2.0,,1665654.0,Hialeah,Florida,33018.0,950.0,02-08-2004
44046.0,for_sale,355000.0,2.0,2.0,,335029.0,Hollywood,Florida,33019.0,1390.0,30-06-2004
68292.0,for_sale,139900.0,1.0,1.0,,532008.0,Hallandale Beach,Florida,33009.0,736.0,02-11-2004
71079.0,for_sale,229000.0,2.0,3.0,,520427.0,Hialeah,Florida,33015.0,1417.0,19-05-2011
90798.0,for_sale,249000.0,2.0,3.0,,1621127.0,Hialeah,Florida,33016.0,1560.0,28-12-2006
22611.0,for_sale,91000.0,,1.0,,485640.0,Hollywood,Florida,33020.0,475.0,19-01-2007
64132.0,for_sale,199990.0,2.0,2.0,,1783944.0,Hollywood,Florida,33021.0,1150.0,17-09-2012
87379.0,for_sale,429000.0,4.0,2.0,0.16,1523357.0,Miramar,Florida,33023.0,1236.0,20-08-2021
22611.0,for_sale,140000.0,2.0,2.0,,927380.0,Hollywood,Florida,33024.0,920.0,08-07-2016
30807.0,for_sale,209900.0,2.0,2.0,,335055.0,Pembroke Pines,Florida,33026.0,1160.0,03-02-2021
28820.0,for_sale,185000.0,1.0,2.0,,1570120.0,Pembroke Pines,Florida,33027.0,1045.0,21-09-2012
70586.0,for_sale,625000.0,3.0,2.0,0.15,351402.0,Pembroke Pines,Florida,33028.0,1976.0,31-12-2003
103320.0,for_sale,265000.0,3.0,3.0,0.08,686316.0,Pembroke Pines,Florida,33029.0,1282.0,14-07-1997
51565.0,for_sale,375000.0,3.0,2.0,0.25,513756.0,Homestead,Florida,33030.0,1300.0,27-07-2017
54230.0,for_sale,489000.0,3.0,2.0,0.36,459280.0,Homestead,Florida,33031.0,2038.0,12-04-2017
66732.0,for_sale,190000.0,3.0,2.0,,144663.0,Miramar,Florida,33025.0,1100.0,
54230.0,for_sale,449000.0,3.0,2.0,0.18,825923.0,Homestead,Florida,33032.0,1230.0,
9239.0,for_sale,135000.0,3.0,2.0,0.11,1061547.0,Homestead,Florida,33034.0,850.0,
23592.0,for_sale,444000.0,5.0,4.0,0.16,302580.0,Islamorada,Florida,33036.0,2900.0,30-12-2021
22909.0,for_sale,229000.0,3.0,3.0,,69952.0,Key Largo,Florida,33037.0,2334.0,13-01-2011
37686.0,for_sale,470000.0,4.0,2.0,0.17,23685.0,Cutler Bay,Florida,33189.0,1794.0,
56353.0,for_sale,85900.0,3.0,2.0,,503763.0,Miami,Florida,33170.0,,
58891.0,for_sale,550000.0,3.0,3.0,0.13,328356.0,Miami,Florida,33196.0,1794.0,26-08-1991
72975.0,for_sale,430000.0,4.0,2.0,0.23,647312.0,Miami,Florida,33177.0,1506.0,
33968.0,for_sale,495000.0,3.0,3.0,0.09,339110.0,Homestead,Florida,33035.0,2072.0,
101191.0,for_sale,395000.0,4.0,3.0,,1751166.0,Cutler Bay,Florida,33190.0,1712.0,
58891.0,for_sale,279000.0,2.0,2.0,,1557641.0,Pinecrest,Florida,33156.0,1056.0,
103321.0,for_sale,315000.0,3.0,3.0,,338528.0,Miami,Florida,33186.0,1300.0,
54230.0,for_sale,299000.0,3.0,3.0,,1236982.0,Homestead,Florida,33033.0,1358.0,11-06-2018
99621.0,for_sale,1249999.0,3.0,2.0,0.71,1811867.0,Miami,Florida,33176.0,1766.0,
70271.0,for_sale,480000.0,2.0,2.0,,800607.0,Key Biscayne,Florida,33149.0,1109.0,15-09-1998
58713.0,for_sale,620000.0,4.0,3.0,0.24,1823899.0,Miami,Florida,33157.0,1643.0,
102188.0,for_sale,199000.0,,1.0,,1017196.0,Key West,Florida,33040.0,408.0,01-12-2017
106164.0,for_sale,325000.0,2.0,1.0,0.05,1572726.0,Cudjoe Key,Florida,33042.0,672.0,16-08-2021
22909.0,for_sale,319900.0,1.0,1.0,,115693.0,Marathon,Florida,33050.0,647.0,15-12-2009
90109.0,for_sale,599000.0,5.0,5.0,0.19,697380.0,Marathon,Florida,33051.0,3669.0,
44423.0,for_sale,250000.0,3.0,2.0,0.18,1204528.0,Miami Gardens,Florida,33055.0,1576.0,
107497.0,for_sale,445000.0,3.0,2.0,0.22,576026.0,Miami Gardens,Florida,33056.0,1985.0,
103320.0,for_sale,209900.0,2.0,2.0,,21113.0,Pompano Beach,Florida,33060.0,940.0,02-03-2001
23778.0,for_sale,334900.0,2.0,2.0,0.11,900813.0,Big Pine Key,Florida,33043.0,925.0,20-06-2016
9556.0,for_sale,350000.0,3.0,3.0,,511505.0,Opa Locka,Florida,33054.0,1380.0,
2845.0,for_sale,1395495.0,3.0,3.0,0.25,1364227.0,Coral Gables,Florida,33143.0,2147.0,
87141.0,for_sale,549000.0,3.0,2.0,,457499.0,Miami,Florida,33187.0,,27-09-2021
16829.0,for_sale,595000.0,2.0,2.0,,1761313.0,Coral Gables,Florida,33133.0,1373.0,29-08-1996
66642.0,for_sale,895000.0,3.0,2.0,0.35,1705322.0,Palmetto Bay,Florida,33158.0,2333.0,
35821.0,for_sale,300000.0,,,8.88,1959939.0,Miami Shores,Florida,33150.0,,
70565.0,for_sale,995000.0,,,,113640.0,Key Largo,Florida,33070.0,,
54224.0,for_sale,899000.0,4.0,2.0,0.23,1744746.0,Miami,Florida,33173.0,2118.0,11-06-2013
65238.0,for_sale,175888.0,1.0,1.0,,735714.0,Pompano Beach,Florida,33062.0,590.0,13-09-2001
109447.0,for_sale,125500.0,2.0,2.0,,1984513.0,Margate,Florida,33063.0,990.0,
22794.0,for_sale,159000.0,2.0,2.0,,1063215.0,Coral Springs,Florida,33065.0,1196.0,07-06-2000
33929.0,for_sale,319000.0,2.0,2.0,,736624.0,Coconut Creek,Florida,33066.0,1161.0,19-05-2021
30807.0,for_sale,249000.0,2.0,2.0,,1416691.0,Coral Springs,Florida,33067.0,1106.0,07-09-2005
54228.0,for_sale,72000.0,1.0,2.0,,1702082.0,North Lauderdale,Florida,33068.0,850.0,11-04-2016
90292.0,for_sale,378000.0,3.0,2.0,,954327.0,Pompano Beach,Florida,33069.0,1500.0,31-08-2021
78482.0,for_sale,221800.0,2.0,2.0,,203216.0,Coral Springs,Florida,33071.0,1100.0,22-09-2015
57984.0,for_sale,850000.0,3.0,4.0,0.23,40360.0,Miami,Florida,33165.0,3700.0,
98057.0,for_sale,525000.0,3.0,2.0,0.14,1491604.0,Virginia Gardens,Florida,33166.0,1132.0,27-07-1992
31855.0,for_sale,399900.0,3.0,2.0,0.12,1375885.0,Miami,Florida,33127.0,1212.0,
52664.0,for_sale,410000.0,3.0,2.0,0.13,983920.0,Miami,Florida,33147.0,910.0,23-12-2021
60593.0,for_sale,275000.0,,1.0,,982222.0,Miami,Florida,33145.0,694.0,
21468.0,for_sale,179000.0,2.0,2.0,,306908.0,North Miami,Florida,33181.0,900.0,12-05-2004
94896.0,for_sale,175000.0,1.0,1.0,,1806428.0,Miami,Florida,33174.0,667.0,11-01-2002
39707.0,for_sale,175000.0,2.0,1.0,,301125.0,Miami,Florida,33125.0,805.0,26-11-2013
7319.0,for_sale,675000.0,2.0,2.0,0.14,1734454.0,Miami,Florida,33138.0,1535.0,26-01-2012
9556.0,for_sale,440000.0,2.0,3.0,0.07,761016.0,North Miami Beach,Florida,33160.0,1600.0,18-07-2001
66933.0,for_sale,335000.0,2.0,2.0,,1314934.0,Miami Beach,Florida,33141.0,943.0,02-04-2013
107404.0,for_sale,1549000.0,3.0,4.0,,1295604.0,Miami,Florida,33132.0,2018.0,22-10-2020
65507.0,for_sale,2450000.0,4.0,3.0,0.17,1314386.0,Miami,Florida,33129.0,2260.0,27-02-2008
82468.0,for_sale,2899000.0,4.0,5.0,0.3,,Doral,Florida,33178.0,3294.0,30-08-2018
52654.0,for_sale,1350000.0,2.0,2.0,,202683.0,Miami,Florida,33131.0,1105.0,01-12-2016
34043.0,for_sale,699000.0,5.0,3.0,,157719.0,Miami,Florida,33135.0,1956.0,13-04-2018
28507.0,for_sale,685000.0,,1.0,,736031.0,Miami Beach,Florida,33139.0,660.0,19-12-2003
37827.0,for_sale,395000.0,,1.0,,120781.0,Miami,Florida,33130.0,530.0,02-03-2015
101801.0,for_sale,580000.0,2.0,2.0,,467236.0,Coral Gables,Florida,33134.0,1127.0,05-06-2015
72107.0,for_sale,1250000.0,2.0,2.0,,1286648.0,Miami,Florida,33137.0,1057.0,29-10-2019
82174.0,for_sale,159369.0,2.0,2.0,,1172084.0,Deerfield Beach,Florida,33064.0,936.0,23-08-2007
58713.0,for_sale,649900.0,4.0,3.0,0.11,216696.0,Coral Springs,Florida,33076.0,2460.0,21-06-2005
101641.0,for_sale,355000.0,3.0,2.0,0.14,1034657.0,Miami,Florida,33162.0,1412.0,18-09-2006
38942.0,for_sale,275000.0,1.0,2.0,,881434.0,Miami Beach,Florida,33140.0,820.0,10-01-2006
28939.0,for_sale,3295000.0,2.0,3.0,,1740253.0,Miami Beach,Florida,33154.0,1594.0,22-09-2020
8061.0,for_sale,2899990.0,4.0,4.0,,927208.0,Coral Gables,Florida,33146.0,3194.0,
64115.0,for_sale,11200000.0,3.0,4.0,,1579564.0,Fisher Island,Florida,33109.0,3581.0,
35751.0,for_sale,599000.0,3.0,2.0,0.27,1625465.0,Miami,Florida,33155.0,1332.0,03-04-2006
52572.0,for_sale,625000.0,2.0,1.0,0.38,1512133.0,Biscayne Park,Florida,33161.0,896.0,
65234.0,for_sale,600000.0,6.0,4.0,,1278176.0,Miami,Florida,33142.0,,14-09-2018
54234.0,for_sale,1900000.0,3.0,2.0,0.16,1483369.0,Miami,Florida,33136.0,2016.0,03-08-2005
8061.0,for_sale,700000.0,11.0,6.0,,259797.0,Miami,Florida,33128.0,2268.0,17-09-2014
83988.0,for_sale,300000.0,2.0,2.0,,101655.0,Miami,Florida,33172.0,1140.0,13-12-1991
103320.0,for_sale,210000.0,2.0,2.0,,1304758.0,Miami,Florida,33126.0,835.0,05-03-2014
49722.0,for_sale,299900.0,2.0,1.0,0.2,1783427.0,Miami,Florida,33168.0,1498.0,04-02-2022
84926.0,for_sale,220000.0,4.0,2.0,0.09,359148.0,Miami,Florida,33144.0,1129.0,
58891.0,for_sale,130000.0,1.0,1.0,,1290044.0,Miami,Florida,33169.0,826.0,
52664.0,for_sale,410000.0,3.0,3.0,0.22,381281.0,Miami,Florida,33167.0,1576.0,
31388.0,for_sale,1850000.0,5.0,6.0,0.2,1702395.0,Doral,Florida,33122.0,3638.0,
3444.0,for_sale,45000.0,,,0.15,430502.0,Miami,Florida,33185.0,,
74964.0,for_sale,250000.0,,,0.83,250682.0,Sweetwater,Florida,33182.0,,15-05-2001
32437.0,for_sale,420000.0,3.0,3.0,0.09,1479758.0,Coconut Creek,Florida,33073.0,1504.0,28-12-2015
3116.0,for_sale,479000.0,2.0,2.0,,584831.0,Aventura,Florida,33180.0,1245.0,13-10-2021
82279.0,for_sale,369000.0,3.0,3.0,,235855.0,Cooper City,Florida,33330.0,1302.0,14-12-2004
83573.0,for_sale,675000.0,5.0,2.0,0.17,225301.0,Miami,Florida,33175.0,,17-05-2021
16829.0,for_sale,425000.0,3.0,1.0,0.14,1163117.0,Fort Lauderdale,Florida,33314.0,1190.0,12-02-2004
11379.0,for_sale,395000.0,2.0,2.0,,1107957.0,Weston,Florida,33332.0,1437.0,
21934.0,for_sale,99000.0,1.0,2.0,,222145.0,Miami Gardens,Florida,33179.0,715.0,
16829.0,for_sale,1400000.0,4.0,4.0,0.84,380289.0,Davie,Florida,33331.0,,16-03-2005
70559.0,for_sale,630000.0,3.0,3.0,0.08,1237092.0,Dania Beach,Florida,33312.0,2658.0,23-02-2017
32596.0,for_sale,359000.0,3.0,1.0,0.06,1722149.0,Miami,Florida,33193.0,1024.0,28-11-2018
103419.0,for_sale,190000.0,2.0,1.0,,1699242.0,Miami,Florida,33184.0,639.0,
95294.0,for_sale,180000.0,1.0,1.0,,1710060.0,Miami,Florida,33183.0,703.0,
34015.0,for_sale,425000.0,3.0,3.0,,384239.0,Miami,Florida,33194.0,1775.0,
66732.0,for_sale,150000.0,3.0,2.0,0.03,144662.0,Miramar,Florida,33325.0,,
273.0,for_sale,540000.0,3.0,2.0,0.11,,Plantation,Florida,33324.0,1504.0,24-05-2021
26583.0,for_sale,699000.0,5.0,3.0,0.15,217306.0,Sunrise,Florida,33323.0,2820.0,01-07-2003
59537.0,for_sale,179000.0,2.0,2.0,,71911.0,Tamarac,Florida,33321.0,1228.0,26-06-2015
23784.0,for_sale,470000.0,3.0,2.0,,461241.0,Weston,Florida,33326.0,1367.0,30-08-2017
47479.0,for_sale,1370000.0,5.0,4.0,0.25,813313.0,Weston,Florida,33327.0,3823.0,23-06-1997
37788.0,for_sale,210000.0,1.0,1.0,,1569186.0,Fort Lauderdale,Florida,33304.0,748.0,21-03-2003
82907.0,for_sale,149000.0,1.0,1.0,,881464.0,Fort Lauderdale,Florida,33306.0,578.0,29-02-1996
81619.0,for_sale,110000.0,1.0,1.0,,664478.0,Fort Lauderdale,Florida,33308.0,600.0,28-06-2002
20084.0,for_sale,195000.0,2.0,2.0,,159703.0,Oakland Park,Florida,33309.0,920.0,05-01-2011
46324.0,for_sale,190000.0,3.0,1.0,0.15,714014.0,Fort Lauderdale,Florida,33311.0,864.0,
64938.0,for_sale,23975000.0,7.0,12.0,0.33,791991.0,Fort Lauderdale,Florida,33301.0,15608.0,24-07-2020
58713.0,for_sale,204900.0,1.0,1.0,,574607.0,Wilton Manors,Florida,33305.0,750.0,16-03-2018
51861.0,for_sale,152000.0,2.0,2.0,,64919.0,Sunrise,Florida,33322.0,950.0,21-02-2012
46020.0,for_sale,255000.0,2.0,2.0,,,Sunrise,Florida,33351.0,986.0,14-09-2018
73286.0,for_sale,199900.0,3.0,3.0,,1422201.0,Lauderhill,Florida,33313.0,1298.0,
58713.0,for_sale,549000.0,2.0,2.0,,408574.0,Fort Lauderdale,Florida,33316.0,900.0,01-03-2006
103321.0,for_sale,199900.0,2.0,2.0,,1549422.0,Plantation,Florida,33317.0,834.0,15-07-2016
81064.0,for_sale,85000.0,1.0,2.0,,1102456.0,Lauderhill,Florida,33319.0,780.0,28-02-2020
16829.0,for_sale,439000.0,3.0,1.0,0.14,1806161.0,Fort Lauderdale,Florida,33315.0,936.0,16-08-2019
81319.0,for_sale,199900.0,2.0,1.0,,943890.0,Wilton Manors,Florida,33334.0,788.0,28-01-2005
35283.0,for_sale,170000.0,2.0,2.0,,1274018.0,West Palm Beach,Florida,33401.0,906.0,16-07-2021
59682.0,for_sale,289000.0,3.0,3.0,0.13,1504140.0,Riviera Beach,Florida,33404.0,1158.0,09-04-2007
69057.0,for_sale,400000.0,3.0,2.0,0.12,27173.0,West Palm Beach,Florida,33405.0,1350.0,03-07-2018
53425.0,for_sale,239000.0,3.0,2.0,1.0,1067911.0,Palm Springs,Florida,33406.0,1226.0,10-11-2014
53425.0,for_sale,329000.0,2.0,3.0,,1612996.0,West Palm Beach,Florida,33407.0,1236.0,13-03-2020
77045.0,for_sale,269900.0,2.0,2.0,,966980.0,North Palm Beach,Florida,33408.0,842.0,08-01-2016
77661.0,for_sale,365800.0,4.0,3.0,0.14,607433.0,West Palm Beach,Florida,33409.0,2160.0,29-06-2004
102338.0,for_sale,90000.0,3.0,2.0,,898462.0,Palm Beach Gardens,Florida,33410.0,1455.0,
95705.0,for_sale,225000.0,2.0,2.0,,531908.0,West Palm Beach,Florida,33411.0,888.0,01-04-2016
78482.0,for_sale,95000.0,3.0,1.0,0.19,,Lake Park,Florida,33403.0,894.0,30-03-1999
53441.0,for_sale,465000.0,3.0,3.0,0.06,1711144.0,West Palm Beach,Florida,33412.0,2043.0,
77661.0,for_sale,454900.0,4.0,4.0,0.1,1473107.0,West Palm Beach,Florida,33413.0,2384.0,25-10-2006
68737.0,for_sale,105000.0,1.0,2.0,,77900.0,West Palm Beach,Florida,33417.0,615.0,21-10-2013
46820.0,for_sale,345000.0,2.0,2.0,0.01,722470.0,Palm Beach Gardens,Florida,33418.0,1250.0,12-08-2013
93106.0,for_sale,85000.0,2.0,1.0,0.16,684965.0,Belle Glade,Florida,33430.0,696.0,18-06-1993
23784.0,for_sale,160000.0,1.0,1.0,,922426.0,Boca Raton,Florida,33431.0,727.0,
91586.0,for_sale,499000.0,2.0,2.0,,797586.0,Boca Raton,Florida,33432.0,960.0,31-03-2014
53335.0,for_sale,330000.0,2.0,2.0,,1533017.0,Boca Raton,Florida,33433.0,1263.0,07-11-2000
56811.0,for_sale,235000.0,2.0,2.0,,1655870.0,Boca Raton,Florida,33434.0,1330.0,29-09-2017
22611.0,for_sale,149000.0,2.0,2.0,,922432.0,Boynton Beach,Florida,33435.0,982.0,29-03-2016
6965.0,for_sale,255000.0,2.0,2.0,,1822854.0,Boynton Beach,Florida,33437.0,1605.0,02-05-1996
30750.0,for_sale,57000.0,2.0,1.0,0.15,1095802.0,Canal Point,Florida,33438.0,1294.0,
5362.0,for_sale,229000.0,3.0,2.0,,143909.0,Buckhead Ridge,Florida,34974.0,1680.0,
80873.0,for_sale,159900.0,3.0,3.0,0.23,1603808.0,Clewiston,Florida,33440.0,1822.0,29-10-2009
83774.0,for_sale,525000.0,3.0,2.0,1.29,493395.0,Loxahatchee,Florida,33470.0,1318.0,03-05-2013
55382.0,for_sale,665000.0,4.0,2.0,,321003.0,Wellington,Florida,33414.0,2169.0,05-12-2006
20020.0,for_sale,110000.0,2.0,1.0,,1368073.0,West Palm Beach,Florida,33415.0,815.0,05-04-1993
78110.0,for_sale,169990.0,2.0,2.0,,1316196.0,Boynton Beach,Florida,33426.0,904.0,29-08-2001
88830.0,for_sale,209500.0,3.0,2.0,0.1,194970.0,Boca Raton,Florida,33428.0,1152.0,19-10-2020
56811.0,for_sale,175000.0,2.0,2.0,,11973.0,Boynton Beach,Florida,33436.0,1562.0,
14251.0,for_sale,100000.0,3.0,2.0,0.14,1340493.0,Pahokee,Florida,33476.0,1104.0,
98993.0,for_sale,20000.0,,,,1838156.0,Indiantown,Florida,34956.0,,
10868.0,for_sale,599999.0,,,,1897884.0,Jupiter,Florida,33478.0,,
23985.0,for_sale,189000.0,3.0,2.0,0.17,613690.0,South Bay,Florida,33493.0,1000.0,30-08-2011
56526.0,for_sale,324900.0,,,2.4,1818788.0,Palm City,Florida,34990.0,,
9082.0,for_sale,350000.0,3.0,2.0,6.0,640564.0,Port Saint Lucie,Florida,34987.0,1296.0,27-12-2006
102304.0,for_sale,849000.0,4.0,4.0,42.1,55740.0,Okeechobee,Florida,34972.0,2700.0,
66679.0,for_sale,219000.0,3.0,2.0,0.16,,Deerfield Beach,Florida,33441.0,1670.0,
91605.0,for_sale,149900.0,2.0,2.0,,1225001.0,Deerfield Beach,Florida,33442.0,820.0,11-08-2014
20084.0,for_sale,143500.0,2.0,2.0,,861332.0,Delray Beach,Florida,33445.0,1013.0,30-04-1999
54595.0,for_sale,144600.0,2.0,2.0,,1536926.0,Delray Beach,Florida,33446.0,883.0,27-01-2016
60917.0,for_sale,238000.0,3.0,2.0,,43870.0,Lake Worth Beach,Florida,33449.0,1807.0,04-10-1999
78917.0,for_sale,225000.0,2.0,2.0,0.13,1639271.0,Hobe Sound,Florida,33455.0,1151.0,28-01-1997
98993.0,for_sale,699000.0,4.0,2.0,0.23,1464205.0,Jupiter,Florida,33458.0,1826.0,27-12-2010
22611.0,for_sale,180000.0,2.0,2.0,,341294.0,Lake Worth Beach,Florida,33460.0,799.0,03-09-2009
46406.0,for_sale,140000.0,2.0,2.0,0.02,1608974.0,Palm Springs,Florida,33461.0,994.0,07-03-2005
43641.0,for_sale,89000.0,3.0,2.0,,1196841.0,Lake Worth Beach,Florida,33462.0,1225.0,
10171.0,for_sale,145000.0,2.0,1.0,,1435277.0,Greenacres,Florida,33463.0,935.0,18-01-2005
10432.0,for_sale,385000.0,3.0,1.0,,677379.0,Delray Beach,Florida,33444.0,916.0,16-04-2019
58713.0,for_sale,199000.0,2.0,2.0,,1744720.0,Lake Worth,Florida,33467.0,941.0,
33414.0,for_sale,649000.0,3.0,3.0,0.12,539921.0,Jupiter,Florida,33469.0,1968.0,03-12-1997
9944.0,for_sale,130500.0,3.0,2.0,0.27,1623408.0,Moore Haven,Florida,33471.0,1152.0,27-02-2014
6965.0,for_sale,350000.0,3.0,2.0,,1714382.0,Boynton Beach,Florida,33472.0,2009.0,03-05-1995
51146.0,for_sale,548500.0,2.0,2.0,,122342.0,Jupiter,Florida,33477.0,1385.0,06-04-2004
77509.0,for_sale,388000.0,1.0,2.0,3.28,887584.0,Palm Beach,Florida,33480.0,1012.0,09-07-2019
67291.0,for_sale,399900.0,2.0,2.0,,875811.0,Delray Beach,Florida,33483.0,1009.0,
103320.0,for_sale,143000.0,2.0,2.0,,1425907.0,Delray Beach,Florida,33484.0,1196.0,25-02-2000
84793.0,for_sale,485000.0,3.0,3.0,0.08,1339303.0,Boca Raton,Florida,33486.0,1582.0,
78482.0,for_sale,450000.0,3.0,2.0,0.21,,Boca Raton,Florida,33487.0,1803.0,26-01-1998
54221.0,for_sale,675000.0,5.0,4.0,0.21,1697681.0,Boynton Beach,Florida,33473.0,3168.0,16-07-2019
71236.0,for_sale,685000.0,3.0,3.0,0.09,1179102.0,Boca Raton,Florida,33496.0,2139.0,21-01-1999
99102.0,for_sale,299000.0,2.0,2.0,,540511.0,Boca Raton,Florida,33498.0,1593.0,26-12-2013
16849.0,for_sale,250000.0,4.0,2.0,0.2,1151878.0,Brandon,Florida,33510.0,1390.0,
53016.0,for_sale,395000.0,4.0,2.0,0.49,1471621.0,Brandon,Florida,33511.0,2430.0,27-09-2019
15783.0,for_sale,199950.0,2.0,2.0,0.22,231931.0,Inverness,Florida,34452.0,953.0,22-11-2021
5002.0,for_sale,155000.0,2.0,3.0,0.05,275378.0,Inverness,Florida,34450.0,1230.0,23-04-2021
575.0,for_sale,315000.0,3.0,2.0,1.04,203841.0,Floral City,Florida,34436.0,1552.0,03-07-2002
20082.0,for_sale,134900.0,3.0,2.0,0.1,40565.0,Dade City,Florida,33525.0,1344.0,27-02-2019
48477.0,for_sale,295000.0,4.0,3.0,1.07,71341.0,Dover,Florida,33527.0,2352.0,
79142.0,for_sale,168900.0,2.0,1.0,0.56,154662.0,Gibsonton,Florida,33534.0,760.0,
3904.0,for_sale,28900.0,1.0,1.0,,1107827.0,Zephyrhills,Florida,33540.0,675.0,
81755.0,for_sale,560000.0,4.0,3.0,0.14,1504388.0,Apollo Beach,Florida,33572.0,2767.0,01-03-2018
81755.0,for_sale,235000.0,2.0,2.0,0.14,393827.0,Sun City Center,Florida,33573.0,1700.0,09-09-2015
82846.0,for_sale,280500.0,3.0,3.0,0.05,1490294.0,Riverview,Florida,33578.0,1387.0,27-02-2018
79785.0,for_sale,253900.0,2.0,3.0,0.03,231590.0,Riverview,Florida,33579.0,1390.0,02-05-2019
15120.0,for_sale,458500.0,4.0,2.0,0.2,,Valrico,Florida,33596.0,2029.0,04-06-1999
15345.0,for_sale,474900.0,4.0,3.0,0.14,468254.0,Wimauma,Florida,33598.0,2633.0,28-10-2016
48747.0,for_sale,301900.0,2.0,3.0,0.12,1373799.0,Tampa,Florida,33619.0,1574.0,
68806.0,for_sale,229900.0,4.0,2.0,0.23,39307.0,Riverview,Florida,33569.0,2062.0,03-11-2005
78563.0,for_sale,79900.0,,,0.29,412595.0,Parrish,Florida,34219.0,,
34350.0,for_sale,2200000.0,3.0,3.0,5.01,1458755.0,Plant City,Florida,33567.0,3248.0,25-04-2019
25789.0,for_sale,329990.0,3.0,2.0,0.1,486854.0,Ruskin,Florida,33570.0,1504.0,
94131.0,for_sale,19999.0,,,1.57,856486.0,Hernando,Florida,34442.0,,
94131.0,for_sale,23999.0,,,0.46,337379.0,Inverness,Florida,34453.0,,
19885.0,for_sale,23500.0,2.0,1.0,,1100608.0,Zephyrhills,Florida,33541.0,900.0,
3904.0,for_sale,22500.0,2.0,1.0,,1130004.0,Zephyrhills,Florida,33542.0,552.0,
15439.0,for_sale,60000.0,1.0,1.0,,1284136.0,Wesley Chapel,Florida,33543.0,786.0,
21768.0,for_sale,625000.0,4.0,2.0,0.99,586133.0,Lutz,Florida,33548.0,2733.0,
64835.0,for_sale,299000.0,4.0,2.0,0.31,399713.0,Lutz,Florida,33549.0,1228.0,30-03-2005
102446.0,for_sale,255000.0,2.0,3.0,0.02,411343.0,Odessa,Florida,33556.0,1121.0,20-06-2014
109200.0,for_sale,250000.0,2.0,2.0,1.02,305941.0,Lutz,Florida,33558.0,1269.0,08-09-1998
105428.0,ready_to_build,945990.0,5.0,,,804040.0,Lutz,Florida,33559.0,5621.0,
63269.0,for_sale,130000.0,3.0,3.0,0.64,285881.0,Plant City,Florida,33563.0,1300.0,
35862.0,for_sale,43000.0,2.0,2.0,,1162144.0,Plant City,Florida,33565.0,936.0,
51500.0,for_sale,250000.0,3.0,2.0,1.16,851572.0,Plant City,Florida,33566.0,1512.0,25-07-2012
20082.0,for_sale,199900.0,3.0,2.0,1.57,836034.0,Wesley Chapel,Florida,33544.0,1404.0,
16352.0,for_sale,399900.0,4.0,3.0,0.16,980719.0,Wesley Chapel,Florida,33545.0,2200.0,26-09-2017
34350.0,for_sale,395000.0,3.0,2.0,0.15,899073.0,San Antonio,Florida,33576.0,2048.0,03-08-2012
60329.0,for_sale,149900.0,4.0,3.0,0.16,1776836.0,Seffner,Florida,33584.0,2756.0,02-07-2021
92692.0,for_sale,149900.0,2.0,1.0,0.79,224583.0,Thonotosassa,Florida,33592.0,1200.0,
95297.0,for_sale,85900.0,2.0,2.0,,666680.0,Valrico,Florida,33594.0,840.0,
30807.0,for_sale,275000.0,3.0,2.0,0.13,566702.0,Tampa,Florida,33602.0,1263.0,
34350.0,for_sale,150000.0,1.0,1.0,0.06,57792.0,Tampa,Florida,33603.0,660.0,18-11-1994
53601.0,for_sale,175000.0,2.0,1.0,0.15,1249299.0,Tampa,Florida,33605.0,720.0,11-10-2017
15827.0,for_sale,495000.0,3.0,1.0,0.16,950689.0,Tampa,Florida,33606.0,1421.0,25-04-2013
82095.0,for_sale,228000.0,3.0,2.0,0.22,495138.0,Tampa,Florida,33607.0,1888.0,31-10-2001
15439.0,for_sale,439900.0,3.0,1.0,0.2,1479323.0,Tampa,Florida,33609.0,1271.0,10-06-2005
57028.0,for_sale,350000.0,4.0,3.0,0.25,1039362.0,Tampa,Florida,33610.0,2501.0,
30404.0,for_sale,379900.0,3.0,2.0,0.17,1150245.0,Tampa,Florida,33611.0,1002.0,03-02-2022
102772.0,for_sale,105000.0,3.0,2.0,0.03,368814.0,Tampa,Florida,33613.0,1400.0,
34201.0,for_sale,199000.0,4.0,2.0,,1155371.0,Tampa,Florida,33614.0,1437.0,09-04-2007
19299.0,for_sale,140000.0,3.0,2.0,,1765209.0,Tampa,Florida,33615.0,1512.0,
